Rank,Name,Country,Sales,Profit,Assets,Market Value,Year
417,SK Innovation,South Korea,40.92,1.8609,31.987,17.866,2018
418,Las Vegas Sands,United States,13.355,3.782,21.504,61.667,2018
419,Fairfax Financial,Canada,14.949,2.3277,65.013,16.432,2018
420,China Yangtze Power,China,7.446,3.3776,47.266,56.02,2018
421,Abbott Laboratories,United States,28.445,0.466,70.908,107.4,2018
422,Marriott International,United States,22.339,1.405,24.484,49.406,2018
423,Bouygues,France,37.114,1.2238,42.962,18.768,2018
424,Fifth Third Bancorp,United States,7.79,2.567,141.5,23.293,2018
425,Biogen,United States,11.319,2.9644,26.09,59.587,2018
426,SSE,United Kingdom,37.95,1.8027,30.019,19.351,2018
427,Monsanto,United States,14.595,2.491,22.687,55.147,2018
428,Cheung Kong Property Holdings,Hong Kong,7.765,3.8657,57.992,32.125,2018
429,Andeavor,United States,38.636,1.65,28.841,21.181,2018
430,Erste Group Bank,Austria,10.19,1.5492,282.895,18.969,2018
431,AmerisourceBergen,United States,159.327,0.9051,38.396,19.097,2018
432,Vivendi,France,14.036,1.384,41.227,36.086,2018
433,SEB AB,Sweden,8.095,1.9119,346.666,21.453,2018
434,Shin-Etsu Chemical,Japan,13.005,2.4021,27.347,44.416,2018
435,Toyota Industries,Japan,18.081,1.5174,49.445,19.985,2018
436,Hana Financial Group,South Korea,12.322,1.982,336.359,12.972,2018
437,Bank Of Jiangsu,China,12.878,1.8383,285.716,13.158,2018
438,Standard Life,United Kingdom,21.276,0.9002,261.487,14.772,2018
439,Applied Materials,United States,15.463,2.866,19.663,57.62,2018
440,General Motors,United States,144.421,-3.182,218.726,51.994,2018
441,Mitsubishi Chemical,Japan,33.604,1.9106,44.199,13.417,2018
442,Swedbank,Sweden,6.681,2.3086,294.827,25.271,2018
443,Hyundai Mobis,South Korea,30.666,1.1462,39.615,20.989,2018
444,Cisco Systems,United States,48.096,-1.445,131.51,221.269,2018
445,Old Mutual,United Kingdom,13.28,1.1397,219.147,16.977,2018
446,TJX Cos,United States,35.865,2.6079,14.058,52.718,2018
447,Daikin Industries,Japan,20.667,1.7057,23.413,36.015,2018
448,Couche Tard,Canada,47.213,1.535,22.942,23.649,2018
449,Kansai Electric Power,Japan,28.274,1.3704,65.68,12.987,2018
450,Poste Italiane,Italy,37.719,0.7771,243.366,12.714,2018
451,ASML Holding,Netherlands,10.978,2.6925,22.93,85.378,2018
452,American International Group,United States,50.275,-6.331,499.143,47.443,2018
453,Chinatrust Financial,Taiwan,14.558,1.2235,179.469,14.359,2018
454,Vodafone,United Kingdom,48.206,-0.0198,173.874,75.957,2018
455,National Commercial Bank,Saudi Arabia,5.951,2.6895,116.668,35.349,2018
456,Wilmar International,Singapore,43.822,1.2155,40.933,14.969,2018
457,Adidas,Germany,24.914,1.6711,18.208,46.154,2018
458,Pernod Ricard,France,10.186,1.834,35.78,43.629,2018
459,Sampo,Finland,7.845,2.5254,58.881,29.186,2018
460,Svenska Handelsbanken,Sweden,6.8,1.9169,353.867,22.636,2018
461,Sysco,United States,57.832,1.287,18.629,32.728,2018
462,Dell Technologies,United States,78.737,-3.728,122.281,57.178,2018
463,Sunac China Holdings,China,10.046,1.653,95.685,19.573,2018
464,DXC Technology,United States,20.151,1.043,33.582,29.883,2018
465,Consolidated Edison,United States,12.17,1.565,48.9,23.873,2018
466,BAE Systems,United Kingdom,23.595,1.0998,30.373,27.45,2018
467,Fujifilm Holdings,Japan,21.756,1.577,31.341,19.988,2018
468,Kweichow Moutai,China,8.538,4.4456,21.362,142.391,2018
469,Swiss Life Holding,Switzerland,19.367,1.0231,218.561,12.263,2018
470,FirstRand,South Africa,6.707,1.9377,104.337,30.278,2018
471,Larsen & Toubro,India,17.789,1.1099,34.387,28.889,2018
472,IntercontinentalExchange,United States,5.945,2.476,82.062,41.368,2018
473,Toyota Tsusho,Japan,58.566,1.175,40.527,13.142,2018
474,LG Chem,South Korea,22.731,1.7207,23.391,24.717,2018
475,Centene,United States,49.852,1.029,25.17,23.481,2018
476,SK Telecom,South Korea,15.721,2.42,33.9,16.979,2018
477,Asahi Group Holdings,Japan,19.379,1.3806,28.986,25.313,2018
478,Formosa Petrochemical,Taiwan,21.399,2.5296,16.029,40.173,2018
479,Sumitomo Mitsui Trust,Japan,11.346,1.0176,570.031,16.324,2018
480,Barclays,United Kingdom,27.142,-2.1738,1533.001,49.718,2018
481,Emerson Electric,United States,16.538,1.777,19.785,45.366,2018
482,Credit Suisse Group,Switzerland,32.741,-0.9159,844.888,43.717,2018
483,Paccar,United States,20.852,1.877,23.782,22.442,2018
484,Waste Management,United States,14.556,2.047,22.106,35.784,2018
485,Samsung C&T,South Korea,27.05,0.744,45.817,23.009,2018
486,Woolworths,Australia,43.255,1.3623,18.602,28.273,2018
487,Richemont,Switzerland,12.328,1.82,22.775,54.52,2018
488,Loews,United States,13.825,1.162,80.786,16.506,2018
489,Bank Mandiri,Indonesia,8.11,1.6684,79.774,24.086,2018
490,State Bank of India,India,46.178,0.0012,535.022,33.275,2018
491,Swire Pacific,Hong Kong,10.303,3.3454,53.868,15.141,2018
492,Citic Securities,China,6.116,1.786,104.848,35.781,2018
493,Telenor,Norway,14.957,1.5763,25.022,32.374,2018
494,Longfor Properties,China,10.818,1.8756,55.707,17.727,2018
495,Deutsche Bank,Germany,44.563,-1.4152,1817.435,28.724,2018
496,HeidelbergCement,Germany,19.475,1.035,42.526,18.954,2018
497,Public Service Enterprise Group,United States,9.132,2.018,42.79,25.842,2018
498,Sherwin-Williams,United States,16.187,1.7832,20.368,35.649,2018
499,General Mills,United States,15.657,2.1855,22.241,25.293,2018
500,Marsh & McLennan,United States,14.536,1.613,21.379,41.387,2018
501,Aisin Seiki,Japan,35.269,1.214,33.173,14.857,2018
502,JFE Holdings,Japan,33.191,1.305,41.945,12.463,2018
503,Tenaga Nasional,Malaysia,11.043,1.923,35.65,23.084,2018
504,Swiss Re,Switzerland,42.295,0.3511,214.584,29.931,2018
505,Kirin Holdings,Japan,16.621,2.1587,21.066,25.532,2018
506,BOE Technology Group,China,14.013,1.084,41.758,24.074,2018
507,Wheelock,Hong Kong,9.105,2.6396,72.873,14.84,2018
508,Talanx,Germany,37.965,0.758,182.649,10.544,2018
509,Sasol,South Africa,13.202,1.3977,32.866,24.895,2018
510,Metallurgical Corp of China,China,38.159,0.952,67.034,11.395,2018
511,CLP Holdings,Hong Kong,11.815,1.8285,29.185,26.504,2018
512,NTPC,India,11.986,1.5986,39.83,20.53,2018
513,Citizens Financial Group,United States,6.777,1.72,153.453,20.552,2018
514,EnBW-Energie Baden,Germany,24.785,2.3169,49.909,9.382,2018
515,Investor AB,Sweden,6.584,2.1964,49.816,33.927,2018
516,CME Group,United States,3.824,4.2624,69.919,54.24,2018
517,Compass Group,United Kingdom,29.78,1.5133,15.996,32.365,2018
518,British Sky Broadcasting,United Kingdom,17.055,1.0599,25.361,31.637,2018
519,Edp-energias De Portugal,Portugal,17.76,1.2556,50.524,13.501,2018
520,Schlumberger,United States,31.375,-1.259,71.478,98.455,2018
521,Fujitsu,Japan,36.978,1.5279,29.351,12.779,2018
522,Anhui Conch Cement,China,11.998,2.7942,19.772,32.269,2018
523,Ecolab,United States,14.148,1.5022,20.184,42.456,2018
524,China Taiping Insurance,Hong Kong,25.413,0.7547,83.994,13.049,2018
525,Xcel Energy,United States,11.399,1.1994,43.159,23.031,2018
526,First Data,United States,11.533,1.53,45.415,18.035,2018
527,KeyCorp,United States,6.933,1.39,137.049,21.509,2018
528,Williams,United States,8.131,1.953,47.052,22.461,2018
529,National Bank of Canada,Canada,7.238,1.54,204.642,16.815,2018
530,ConocoPhillips,United States,30.274,-0.553,70.727,81.25,2018
531,Naspers,South Africa,6.248,3.4832,24.071,112.824,2018
532,Grupo ACS,Spain,39.363,0.9046,38.282,13.588,2018
533,Thales,France,17.816,0.9268,28.017,28.03,2018
534,China Unicom,Hong Kong,40.672,0.2619,88.547,42.488,2018
535,Illinois Tool Works,United States,14.587,1.803,16.163,49.388,2018
536,M&T Bank,United States,6.106,1.411,118.622,26.966,2018
537,Orsted,Denmark,9.734,2.8486,24.376,26.998,2018
538,China Zheshang Bank,China,10.658,1.5218,235.988,10.969,2018
539,Kimberly-Clark,United States,18.507,1.808,15.303,36.645,2018
540,Atlas Copco,Sweden,13.222,2.0473,16.075,49.52,2018
541,Bank of Ningbo,China,8.089,1.4781,169.851,14.534,2018
542,Associated British Foods,United Kingdom,20.3,1.3675,17.803,29.505,2018
543,Stryker,United States,12.73,1.019,22.133,63.337,2018
544,Newell Brands,United States,14.493,2.1636,33.469,13.142,2018
545,MTR,Hong Kong,7.114,2.1596,33.742,34.753,2018
546,DISH Network,United States,14.17,2.0905,30.155,14.666,2018
547,Kubota,Japan,16.036,1.2517,25.841,21.132,2018
548,GFNorte,Mexico,9.14,1.3584,76.21,16.128,2018
549,Colgate-Palmolive,United States,15.694,2.088,13.144,54.703,2018
550,Woori Bank,South Korea,12.477,1.212,295.451,9.822,2018
551,Novatek,Russia,10.49,2.2197,18.922,37.876,2018
552,WestRock,United States,15.665,1.8822,25.44,15.651,2018
553,China Southern Airlines,China,19.718,1.049,34.971,14.61,2018
554,Praxair,United States,11.708,1.32,20.592,45.298,2018
555,Thomson Reuters,Canada,11.331,1.3832,26.48,26.795,2018
556,Dollar Tree,United States,22.246,1.7143,16.476,22.283,2018
557,Regions Financial,United States,6.132,1.376,122.913,21.699,2018
558,Resona Holdings,Japan,6.169,2.1316,472.438,13.173,2018
559,Asahi Kasei,Japan,18.426,1.5361,21.778,18.758,2018
560,Qualcomm,United States,22.605,-4.556,64.126,81.885,2018
561,Swisscom,Switzerland,12.071,1.6258,23.858,23.85,2018
562,Northern Trust,United States,5.94,1.285,129.672,24.506,2018
563,Al Rajhi Bank,Saudi Arabia,4.459,2.4751,93.132,34.919,2018
564,Mitsubishi Estate,Japan,9.736,0.8762,51.403,25.742,2018
565,Qingdao Haier,China,24.642,1.0814,24.561,17.278,2018
566,Mapfre,Spain,24.913,0.7962,78.743,10.655,2018
567,Emirates NBD,United Arab Emirates,6.06,2.2511,129.493,15.509,2018
568,Samsung Fire & Marine,South Korea,17.579,0.855,69.871,11.959,2018
569,Bank of Nanjing,China,8.507,1.524,187.454,11.583,2018
570,TE Connectivity,Switzerland,14.048,1.319,19.247,33.116,2018
571,American Tower,United States,6.79,1.208,34.373,61.329,2018
572,NVIDIA,United States,10.984,3.783,11.46,154.509,2018
573,Cognizant,United States,15.176,1.467,15.045,44.868,2018
574,Bank Central Asia,Indonesia,5.164,1.7732,55.218,40.208,2018
575,Mitsubishi Heavy Industries,Japan,37.09,0.636,51.6,12.776,2018
576,MGM Resorts,United States,10.888,1.9539,29.298,17.706,2018
577,Tatneft,Russia,11.949,2.1111,19.236,25.551,2018
578,Fast Retailing,Japan,18.232,1.1328,15.196,45.728,2018
579,DTE Energy,United States,12.971,1.093,33.841,18.593,2018
580,Formosa Chemicals,Taiwan,12.276,1.8566,21.142,22.446,2018
581,Grupo Mexico,Mexico,10.199,1.6812,26.7,22.591,2018
582,Allergan,Ireland,16.04,-1.8464,112.021,52.104,2018
583,H&M,Sweden,23.71,1.7972,13.07,26.741,2018
584,KIA Motors,South Korea,47.932,0.5712,49.551,12.71,2018
585,New World Development,Hong Kong,7.635,1.8748,59.885,14.953,2018
586,Recruit Holdings,Japan,19.228,1.3053,13.625,42.781,2018
587,MÃ¸ller-Maersk,Denmark,34.703,-1.1508,63.371,35.057,2018
588,Industrial Bank of Korea,South Korea,11.1,1.416,256.008,8.89,2018
589,Rogers Communications,Canada,11.249,1.4352,23.406,24.763,2018
590,Reinsurance Group of America,United States,12.699,1.7769,60.955,9.785,2018
591,Nidec,Japan,13.426,1.1889,16.631,46.921,2018
592,PPG,United States,15.05,1.647,16.538,25.04,2018
593,Constellation Brands,United States,7.586,2.3189,20.539,41.635,2018
594,RELX Group,United Kingdom,9.472,2.1365,16.616,43.397,2018
595,Fidelity National Information,United States,8.934,1.363,24.405,34.72,2018
596,Chubu Electric Power,Japan,25.744,0.671,52,12.049,2018
597,Simon Property Group,United States,5.567,1.952,31.018,49.518,2018
598,Dongfeng Motor Group,China,18.531,2.0814,32.631,9.714,2018
599,Sumitomo Electric,Japan,27.81,1.0857,28.371,12.086,2018
600,Suning Appliance,China,30.09,0.6406,25.742,19.709,2018
601,China Eastern Airlines,China,15.675,0.834,36.154,15.518,2018
602,Ally Financial,United States,10.088,0.965,170.021,11.456,2018
603,Netflix,United States,12.757,0.6708,20.153,141.91,2018
604,Cummins,United States,21.409,0.928,18.392,24.098,2018
605,Sumitomo Realty,Japan,8.557,1.0803,48.772,19.253,2018
606,Teck Resources,Canada,9.541,2.1005,29.392,15.956,2018
607,Henderson Land,Hong Kong,3.248,3.9053,52.651,25.868,2018
608,LafargeHolcim,Switzerland,26.546,-1.7018,65.345,31.558,2018
609,Atlantia,Italy,6.14,1.3217,48.707,27.516,2018
610,China Fortune Land Development,China,8.479,1.4052,59.702,13.444,2018
611,Evonik,Germany,16.846,0.9968,25.035,17.416,2018
612,Kyocera,Japan,14.229,0.738,29.686,22.817,2018
613,Astellas Pharma,Japan,11.732,1.4858,17.473,30.083,2018
614,Aeon,Japan,75.31,0.2201,88.588,16.519,2018
615,Dollar General,United States,23.471,1.539,12.602,25.141,2018
616,Nucor,United States,21.006,1.3114,16.121,20.078,2018
617,Nan Ya Plastics,Taiwan,10.529,1.9048,19.653,22.653,2018
618,Zimmer Biomet,United States,7.864,1.7149,27.181,23.669,2018
619,Ingersoll Rand,Ireland,14.582,1.3059,18.365,22.024,2018
620,Banco de Sabadell,Spain,8.355,0.9871,269.355,11.544,2018
621,CIMB Group Holdings,Malaysia,6.639,1.0409,125.307,16.358,2018
622,Raiffeisen Bank International,Austria,8.107,1.2357,162.284,11.184,2018
623,Siam Commercial Bank,Thailand,6.807,1.2889,97.713,14.285,2018
624,Omnicom Group,United States,15.316,1.1096,23.513,17.065,2018
625,Covestro,Germany,16.747,2.5534,13.851,18.441,2018
626,CBS,United States,14.11,1.214,20.591,19.905,2018
627,Adobe Systems,United States,7.683,1.8786,14.973,119.119,2018
628,Kotak Mahindra Bank,India,6.024,0.9619,51.78,35.838,2018
629,Royal Caribbean Cruises,United States,8.797,1.6291,23.971,22.67,2018
630,Aon,United Kingdom,10.694,0.742,27.847,35.232,2018
631,Otsuka Holding,Japan,11.318,1.0304,22.786,26.038,2018
632,Murata Manufacturing,Japan,12.378,1.3181,16.897,29.46,2018
633,Nokia,Finland,26.521,-1.3953,48.288,35.678,2018
634,T&D Holdings,Japan,16.215,0.6017,135.548,10.331,2018
635,Axis Bank,India,8.59,0.5895,94.18,21.108,2018
636,Daqin Railway,China,9.193,2.1554,20.905,20.7,2018
637,Suncorp Group,Australia,10.731,0.7589,76.54,13.609,2018
638,Valeo,France,20.923,0.9993,20.917,16.249,2018
639,PPL,United States,7.622,1.175,42.388,19.448,2018
640,All Nippon Airways,Japan,17.791,1.2982,24.095,12.77,2018
641,Vonovia,Germany,3.813,2.8167,54.331,24.101,2018
642,Best Buy,United States,42.151,1,13.279,21.926,2018
643,CNH Industrial,United Kingdom,28.425,0.427,49.809,16.942,2018
644,Cenovus Energy,Canada,14.112,1.0503,30.878,13.446,2018
645,Coal India,India,12.612,1.2963,17.779,24.957,2018
646,Public Bank,Malaysia,4.726,1.3493,102.948,23.342,2018
647,Garanti Bank,Turkey,9.507,1.6557,92.869,8.957,2018
648,Falabella,Chile,13.838,0.7853,23.367,23.573,2018
649,NXP Semiconductors,Netherlands,9.314,0.968,24.127,34.024,2018
650,JD.com,China,53.861,-0.0231,28.264,44.463,2018
651,Sinopharm Group,China,41.11,0.7808,26.035,11.747,2018
652,Mylan,United Kingdom,11.866,0.7167,35.184,19.797,2018
653,Infosys,India,10.939,2.4863,12.254,38.332,2018
654,Siam Cement,Thailand,13.701,1.5145,18.684,17.708,2018
655,Lennar,United States,13.296,0.8998,27.944,17.681,2018
656,Hartford Financial Services,United States,18.482,0.283,216.666,18.824,2018
657,Ageas,Belgium,12.86,0.7029,123.234,10.601,2018
658,Akzo Nobel,Netherlands,13.869,0.9875,20.395,22.441,2018
659,Unibail-Rodamco,France,2.344,2.7516,51.924,23.322,2018
660,Nintendo,Japan,9.525,1.259,15.362,59.796,2018
661,Norilsk Nickel,Russia,9.15,2.1308,16.635,27.523,2018
662,Viacom,United States,12.904,2.16,22.994,12.161,2018
663,Iqvia Holdings,United States,9.981,1.304,23.235,21.396,2018
664,Devon Energy,United States,14.329,0.635,29.316,21.433,2018
665,Capgemini,France,14.429,0.9249,19.26,23.263,2018
666,Weichai Power,China,23.425,1.1426,31.19,9.577,2018
667,Transneft,Russia,15.161,3.291,50.485,4.391,2018
668,The EstÃ©e Lauder Companies,United States,13.282,1.151,12.772,51.455,2018
669,Becton Dickinson,United States,13.503,0.047,54.573,60.185,2018
670,Sekisui House,Japan,19.314,1.1916,22.161,12.65,2018
671,Yanzhou Coal Mining,China,21.183,1.1,31.685,9.899,2018
672,Bharat Petroleum,India,30.012,1.3005,17.028,12.873,2018
673,Kellogg,United States,13.07,1.451,16.702,21.293,2018
674,Molson Coors Brewing,United States,10.886,1.4702,30.184,13.1,2018
675,Porsche Automobil Holding,Germany,0.038,3.7583,38.061,25.663,2018
676,Republic Services,United States,10.078,1.3282,21.109,22.27,2018
677,Isbank,Turkey,14.297,1.576,115.755,6.168,2018
678,Toray Industries,Japan,19.894,0.8654,24.381,13.655,2018
679,Kinder Morgan,United States,13.707,0.261,79.011,36.422,2018
680,West Japan Railway,Japan,13.538,0.9969,28.895,14.182,2018
681,TELUS,Canada,10.171,1.1248,23.583,21.251,2018
682,ZTE,China,16.776,0.765,22.115,19.454,2018
683,Geely Automobile Holdings,Hong Kong,13.769,1.5795,13.05,26.925,2018
684,Stanley Black & Decker,United States,13.151,1.0035,19.683,22.174,2018
685,Carrefour,France,91.334,-0.5989,57.414,15.035,2018
686,Kao Corp,Japan,13.488,1.3589,12.765,34.429,2018
687,Lam Research,United States,10.3,1.886,13.663,33.063,2018
688,WEC Energy Group,United States,7.63,1.2384,31.786,19.529,2018
689,Deutsche Boerse,Germany,3.375,0.9854,179.688,25.965,2018
690,Commerzbank,Germany,16.153,0.1602,547.945,16.146,2018
691,Guangzhou Automobile Group,China,10.819,1.646,18.832,18.554,2018
692,Legend Holding,China,46.9,0.7462,51.455,7.669,2018
693,Cnpc Capital,China,4.966,1.1068,130.779,18.789,2018
694,BYD,China,16.333,0.532,28.942,21.445,2018
695,Air Products & Chemicals,United States,8.697,1.1416,18.511,36.45,2018
696,Guotai Junan Securities,China,3.74,1.447,72.201,24.009,2018
697,Publicis Groupe,France,10.93,0.9723,28.555,16.784,2018
698,Eversource Energy,United States,7.935,0.9981,37.04,18.392,2018
699,Sodexo,France,23.495,0.8621,19.109,14.829,2018
700,Aptiv,United Kingdom,15.721,1.327,12.56,25.476,2018
701,Lotte Chemical,South Korea,14.403,1.9176,18.263,12.404,2018
702,Sanlam,South Africa,8.875,0.8209,58.697,13.411,2018
703,DSM,Netherlands,10.41,2.28,16.269,17.831,2018
704,Teva Pharmaceutical,Israel,21.83,-15.8364,69.181,19.596,2018
705,Sumitomo Chemical,Japan,19.493,1.2371,27.726,9.442,2018
706,Altice,Netherlands,26.506,-0.6159,86.982,15.853,2018
707,CGN Power,China,6.87,1.3984,55.21,12.506,2018
708,Solvay,Belgium,13.221,0.9666,25.758,14.327,2018
709,Parker-Hannifin,United States,13.981,1.0008,16.237,23.284,2018
710,Kasikornbank,Thailand,5.843,1.057,95.762,14.653,2018
711,Idemitsu Kosan,Japan,32.05,1.5395,25.79,7.653,2018
712,Huntington Bancshares,United States,4.874,1.3039,104.246,16.67,2018
713,Athene Holding,Bermuda,8.154,1.332,93.557,9.294,2018
714,PKN Orlen,Poland,26.497,1.599,17.544,10.366,2018
715,WH Group,Hong Kong,22.381,1.133,15.258,14.9,2018
716,Credicorp,Peru,5.451,1.3055,52.85,18.04,2018
717,KoÃ§ Holding,Turkey,27.11,1.346,27.616,7.965,2018
718,George Weston,Canada,37.582,0.6482,29.976,10.427,2018
719,Baxter International,United States,10.763,0.832,16.89,37.762,2018
720,Telkom Indonesia,Indonesia,9.642,1.5769,15.006,25.777,2018
721,Husky Energy,Canada,15.424,0.7503,25.819,14.363,2018
722,Essity Ab,Sweden,13.428,0.9729,18.569,18.717,2018
723,Teliasonera,Sweden,9.646,0.6739,30.112,21.94,2018
724,ThyssenKrupp Group,Germany,46.861,-0.9418,40.671,17.258,2018
725,Guangzhou R&F,China,8.827,3.2549,45.778,7.775,2018
726,Coca-Cola European Partners,United Kingdom,12.902,0.7659,22.361,18.777,2018
727,Edison International,United States,12.421,0.421,51.943,20.295,2018
728,Sandvik,Sweden,11.127,1.6612,13.447,23.013,2018
729,Macy's,United States,24.837,1.548,20.052,9.068,2018
730,Haitong Securities,China,4.19,1.224,91.068,19.415,2018
731,Ferguson,Switzerland,18.585,1.203,12.676,18.876,2018
732,Eiffage,France,17.216,0.6147,36.168,11.525,2018
733,Norsk Hydro,Norway,15.54,1.1222,20.224,12.379,2018
734,Ross Stores,United States,14.135,1.3628,5.886,31.025,2018
735,Liberty Global,United Kingdom,14.775,-3.6444,58.312,24.388,2018
736,Huatai Securities,China,3.149,1.49,63.538,19.569,2018
737,Unum,United States,11.39,1.0378,63.012,8.394,2018
738,Fanuc,Japan,6.556,1.6417,16.258,41.825,2018
739,Mazda Motor,Japan,31.345,1.0115,25.652,8.426,2018
740,ROSSETI,Russia,16.258,1.7541,42.247,2.691,2018
741,UPM-Kymmene,Finland,11.733,1.2177,15.912,19.76,2018
742,Annaly Capital Management,United States,2.664,2.4569,100.382,12.072,2018
743,Halliburton,United States,22.081,-0.385,25.191,45.796,2018
744,Prologis,United States,2.683,1.8148,29.671,34.836,2018
745,Huaneng Power International,China,23.71,0.361,60.809,13.633,2018
746,Tokyo Electron,Japan,10.202,1.844,11.365,32.884,2018
747,Shimao Property Holdings,Hong Kong,10.4,1.1607,47.23,9.238,2018
748,LG Corp,South Korea,9.111,2.1193,20.221,13.331,2018
749,Toshiba,Japan,38.674,-3.6217,39.864,17.04,2018
750,Akbank,Turkey,7.605,1.665,89.802,7.945,2018
751,London Stock Exchange,United Kingdom,2.518,0.6825,1003.714,20.897,2018
752,OMV Group,Austria,22.999,0.1496,39.805,21.456,2018
753,Uniper,Germany,82.983,-1.49,51.903,11.88,2018
754,China Energy Engineering,China,34.753,0.7808,52.808,4.668,2018
755,Veolia Environnement,France,28.339,0.3765,46.002,13.596,2018
756,Hong Kong Exchanges,Hong Kong,1.829,1.0564,39.205,41.281,2018
757,Ericsson,Sweden,23.776,-3.0143,31.127,26.119,2018
758,LabCorp,United States,10.843,1.2492,16.832,17.999,2018
759,Allied Irish Banks,Ireland,3.786,1.2148,108.146,16.243,2018
760,Shanghai International Port,China,5.57,1.8175,22.647,24.694,2018
761,Bancolombia,Colombia,7.417,0.8858,68.322,11.547,2018
762,AMP,Australia,12.751,0.65,115.825,8.121,2018
763,Daiwa Securities,Japan,6.429,0.9977,198.794,9.786,2018
764,China Reinsurance Group,China,15.789,0.7761,36.536,9.362,2018
765,CenterPoint Energy,United States,9.868,1.765,22.41,11.512,2018
766,Abertis,Spain,5.922,1.0122,35.821,19.87,2018
767,Taisei,Japan,14.305,1.144,18.155,12.425,2018
768,Sempra Energy,United States,11.128,0.191,60.485,28.284,2018
769,TD Ameritrade Holding,United States,4.571,1.01,38.554,34.938,2018
770,Grupa PZU,Poland,8.67,0.771,90.985,9.728,2018
771,Qurate Retail,United States,11.307,2.318,18.715,10.514,2018
772,ITC,India,8.737,1.5344,8.615,51.489,2018
773,Isuzu Motors,Japan,18.445,0.97,17.841,12.043,2018
774,Grupo Aval,Colombia,10.273,0.694,79.781,9.519,2018
775,Hilton,United States,9.053,1.346,14.26,25.088,2018
776,Steinhoff International,Netherlands,18.124,1.359,37.081,0.574,2018
777,Rakuten,Japan,8.79,0.9288,61.13,9.587,2018
778,LG Display,South Korea,23.764,0.9989,28.141,7.796,2018
779,Sabanci Holding,Turkey,12.151,1.0551,91.818,4.693,2018
780,Lear,United States,21.206,1.3304,12.681,12.931,2018
781,VMware,United States,7.921,0.569,20.693,58.378,2018
782,Chunghwa Telecom,Taiwan,7.557,1.2675,16.054,28.414,2018
783,Sharp,Japan,21.9,0.634,17.947,14.714,2018
784,Neste Oil,Finland,16.096,1.2352,9.889,20.583,2018
785,Dentsu,Japan,8.283,0.9406,31.628,13.402,2018
786,DR Horton,United States,15.063,1.1425,13.218,16.557,2018
787,GF Securities,China,2.912,1.202,61.643,17.722,2018
788,Pioneer Natural Resources,United States,6.964,1.045,17.323,34.455,2018
789,Japan Airlines,Japan,12.481,1.2217,17.435,12.865,2018
790,TUI,Germany,21.34,0.7773,15.602,13.982,2018
791,Barrick Gold,Canada,8.18,0.9696,25.396,15.727,2018
792,Eastman Chemical,United States,9.827,1.486,16.366,15.237,2018
793,Luxottica Group,Italy,10.329,1.1713,12.059,30.008,2018
794,YPF,Argentina,15.474,1.0471,27.432,8.498,2018
795,CEZ Group,Czech Republic,8.498,0.8033,30.253,14.133,2018
796,Entergy,United States,11.082,0.4755,47.282,14.258,2018
797,Anadarko Petroleum,United States,11.094,-0.025,41.076,35.186,2018
798,Ferrovial,Spain,13.77,0.5114,27.606,15.67,2018
799,Western Digital,United States,20.372,0.199,29.004,23.58,2018
800,CSL,Australia,7.355,1.6095,10.4,59.997,2018
801,Formosa Plastics,Taiwan,6.795,1.6232,15.998,23.209,2018
802,Scentre Group,Australia,1.893,3.2331,29.265,16.472,2018
803,Great Wall Motor,China,15.2,0.789,17.406,13.907,2018
804,Rockwell Collins,United States,8.478,0.909,18.3,22.056,2018
805,Bankia,Spain,3.952,0.8659,257.098,13.71,2018
806,Galp Energia,Portugal,17.837,0.7126,14.964,16.952,2018
807,Samba Financial Group,Saudi Arabia,2.265,1.3587,61.043,14.815,2018
808,Tokyo Gas,Japan,16.036,0.6766,21.953,12.192,2018
809,National Bank of Kuwait,Kuwait,3.762,1.0438,89.396,14.983,2018
810,Mitsubishi Motors,Japan,19.781,0.971,15.565,11.702,2018
811,Tesla,United States,12.471,-2.3407,27.271,51.118,2018
812,Uni-President,Taiwan,13.607,1.3227,14.132,13.365,2018
813,Ryanair Holdings,Ireland,7.897,1.6374,13.966,21.308,2018
814,Fortum,Finland,5.695,1.0693,26.162,21.294,2018
815,Oneok,United States,12.678,0.565,16.432,27.057,2018
816,Chongqing Rural Bank,China,6.717,1.3713,142.859,7.096,2018
817,Link REIT,Hong Kong,1.234,3.0706,24.558,18.529,2018
818,ItaÃºsa,Brazil,1.556,2.632,19.77,26.77,2018
819,PTT Global Chemical,Thailand,13.562,1.1648,14.281,13.413,2018
820,Essilor International,France,8.448,0.8899,14.77,29.848,2018
821,Kajima,Japan,17.087,1.1625,16.884,9.983,2018
822,Centrica,United Kingdom,36.089,0.4288,27.959,11.186,2018
823,NetEase,China,8.009,1.5759,10.908,35.157,2018
824,Keyence,Japan,4.754,1.9001,13.975,75.836,2018
825,S-Oil,South Korea,18.993,0.9378,15.264,11.54,2018
826,Mahindra & Mahindra,India,14.011,1.134,12.415,16.054,2018
827,Bharti Airtel,India,12.982,0.1705,38.42,22.912,2018
828,Bank of East Asia,Hong Kong,3.573,1.1224,103.481,12.25,2018
829,Bangkok Bank,Thailand,4.939,1.0198,101.5,11.387,2018
830,Fortis (Canada),Canada,6.408,0.8235,38.071,13.907,2018
831,Banco BPM,Italy,5.195,2.951,193.577,5.334,2018
832,Galaxy Entertainment,Hong Kong,8.014,1.348,10.722,38.224,2018
833,Abitare In Spa,Italy,21.546,0.9185,32.669,0.069,2018
